Rank,Name,,Country,Qualification,Final,event_name,date,gender
2,VALENTINA,YURINA,RUS,12.210,11.35,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
3,KSENIIA,ALEKSEEVA,RUS,11.370,10.58,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
4,ANNA,STENKOVAYA,RUS,12.770,12.28,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
5,ALINA,GAIDAMAKINA,RUS,13.240,11.92,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
6,MONIKA,PROKOPIUK-KAWECKA,POL,14.160,12.76,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
7,OLGA,EVSTIGNEEVA,RUS,14.520,13.85,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
8,LUCIE,HROZOVA,CZE,14.380,15.40,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
9,EKATERINA,BOYARSKIKH,RUS,15.480,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
10,KLAUDIA,BUCZEK,POL,15.740,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
11,JESSICA,MORANDI,ITA,16.820,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
12,OLEKSANDRA,BUD GUSAIM,UKR,20.710,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
13,MORGANE,AVELINE,FRA,22.880,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
14,ANASTASIYA,SAVISKO,UKR,fall,,Chamonix_(FRA)_2009,12 July - 13 July 2009,Women
1,LIBOR,HROZA,CZE,15.620,14.94,Daone_(ITA)_2009,1 August - 2 August 2009,Men
2,MAKSYM,OSIPOV,UKR,17.050,18.51,Daone_(ITA)_2009,1 August - 2 August 2009,Men
3,LUKASZ,SWIRK,POL,14.790,15.39,Daone_(ITA)_2009,1 August - 2 August 2009,Men
4,TOMASZ,OLEKSY,POL,16.700,23.01,Daone_(ITA)_2009,1 August - 2 August 2009,Men
5,STANISLAV,KOKORIN,RUS,15.900,16.52,Daone_(ITA)_2009,1 August - 2 August 2009,Men
6,SERGEI,SINITCYN,RUS,15.600,18.90,Daone_(ITA)_2009,1 August - 2 August 2009,Men
7,SERGEY,ABDRAKHMANOV,RUS,17.250,24.51,Daone_(ITA)_2009,1 August - 2 August 2009,Men
8,JEDRZEJ,KOMOSINSKI,POL,14.950,fall,Daone_(ITA)_2009,1 August - 2 August 2009,Men
9,MICHEL,SIROTTI,ITA,20.930,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
10,ALEXANDER,PESHEKHONOV,RUS,22.790,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
11,SALAH,BOULBAHAIEM,BEL,24.550,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
12,LUCAS,PRETI,ITA,28.810,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
13,STEFANO,GHISOLFI,ITA,35.480,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
14,LEONARDO,GONTERO,ITA,36.210,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
15,GYULA,JUHASZ,HUN,43.020,,Daone_(ITA)_2009,1 August - 2 August 2009,Men
1,EDYTA,ROPEK,POL,24.280,22.37,Daone_(ITA)_2009,1 August - 2 August 2009,Women
2,ANNA,STENKOVAYA,RUS,26.660,24.06,Daone_(ITA)_2009,1 August - 2 August 2009,Women
3,VALENTINA,YURINA,RUS,26.080,24.00,Daone_(ITA)_2009,1 August - 2 August 2009,Women
4,ANASTASIYA,SAVISKO,UKR,23.910,27.03,Daone_(ITA)_2009,1 August - 2 August 2009,Women
5,SVITLANA,TUZHYLINA,UKR,26.470,24.25,Daone_(ITA)_2009,1 August - 2 August 2009,Women
6,OLEKSANDRA,BUD GUSAIM,UKR,27.390,28.04,Daone_(ITA)_2009,1 August - 2 August 2009,Women
7,SARA,MORANDI,ITA,29.370,29.31,Daone_(ITA)_2009,1 August - 2 August 2009,Women
8,KLAUDIA,BUCZEK,POL,29.240,29.78,Daone_(ITA)_2009,1 August - 2 August 2009,Women
9,OLENA,RYEPKO,UKR,29.940,,Daone_(ITA)_2009,1 August - 2 August 2009,Women
10,KSENIIA,ALEKSEEVA,RUS,30.330,,Daone_(ITA)_2009,1 August - 2 August 2009,Women
11,MONIKA,PROKOPIUK-KAWECKA,POL,30.990,,Daone_(ITA)_2009,1 August - 2 August 2009,Women
12,LUCIE,HROZOVA,CZE,32.980,,Daone_(ITA)_2009,1 August - 2 August 2009,Women
13,JESSICA,MORANDI,ITA,35.590,,Daone_(ITA)_2009,1 August - 2 August 2009,Women
14,ALINA,GAIDAMAKINA,RUS,36.600,,Daone_(ITA)_2009,1 August - 2 August 2009,Women
